
   1  -1.2511900000e+02   4.8613000000e+01   0.000000e+00   1.000000e+09
  11  -1.2504100000e+02   4.8513000000e+01   0.000000e+00   1.000000e+09
  21  -1.2485500000e+02   4.8333000000e+01   0.000000e+00   1.000000e+09
  31  -1.2492700000e+02   4.8207000000e+01   0.000000e+00   1.000000e+09
  41  -1.2496400000e+02   4.7987000000e+01   0.000000e+00   1.000000e+09
  51  -1.2490700000e+02   4.7852000000e+01   0.000000e+00   1.000000e+09
  61  -1.2486600000e+02   4.7706900000e+01   0.000000e+00   1.000000e+09
  71  -1.2479500000e+02   4.7587000000e+01   0.000000e+00   1.000000e+09
  81  -1.2473400000e+02   4.7460000000e+01   0.000000e+00   1.000000e+09
  91  -1.2467300000e+02   4.7322000000e+01   0.000000e+00   1.000000e+09
 101  -1.2468000000e+02   4.7160000000e+01   0.000000e+00   1.000000e+09
 111  -1.2465500000e+02   4.7020000000e+01   0.000000e+00   1.000000e+09
 121  -1.2458200000e+02   4.6893000000e+01   0.000000e+00   1.000000e+09
 131  -1.2452100000e+02   4.6753000000e+01   0.000000e+00   1.000000e+09
 141  -1.2444500000e+02   4.6633000000e+01   0.000000e+00   1.000000e+09
 151  -1.2441500000e+02   4.6487000000e+01   0.000000e+00   1.000000e+09
 161  -1.2436000000e+02   4.6343000000e+01   0.000000e+00   1.000000e+09
 171  -1.2429300000e+02   4.6207000000e+01   0.000000e+00   1.000000e+09
 181  -1.2427600000e+02   4.6080000000e+01   0.000000e+00   1.000000e+09
 191  -1.2421300000e+02   4.5946000000e+01   0.000000e+00   1.000000e+09
 201  -1.2417300000e+02   4.5798000000e+01   0.000000e+00   1.000000e+09
 211  -1.2416000000e+02   4.5627000000e+01   0.000000e+00   1.000000e+09
 221  -1.2413200000e+02   4.5467000000e+01   0.000000e+00   1.000000e+09
 231  -1.2413000000e+02   4.5320000000e+01   0.000000e+00   1.000000e+09
 241  -1.2413800000e+02   4.5140000000e+01   0.000000e+00   1.000000e+09
 251  -1.2416700000e+02   4.4999000000e+01   0.000000e+00   1.000000e+09
 261  -1.2421300000e+02   4.4855000000e+01   0.000000e+00   1.000000e+09
 271  -1.2430000000e+02   4.4746000000e+01   0.000000e+00   1.000000e+09
 281  -1.2444000000e+02   4.4680000000e+01   0.000000e+00   1.000000e+09
 291  -1.2450000000e+02   4.4559000000e+01   0.000000e+00   1.000000e+09
 301  -1.2453800000e+02   4.4420000000e+01   0.000000e+00   1.000000e+09
 311  -1.2466700000e+02   4.4348000000e+01   0.000000e+00   1.000000e+09
 321  -1.2472100000e+02   4.4280000000e+01   0.000000e+00   1.000000e+09
 331  -1.2446700000e+02   4.4260000000e+01   0.000000e+00   1.000000e+09
 341  -1.2445300000e+02   4.4233000000e+01   0.000000e+00   1.000000e+09
 351  -1.2442900000e+02   4.4167000000e+01   0.000000e+00   1.000000e+09
 361  -1.2431000000e+02   4.3967000000e+01   0.000000e+00   1.000000e+09
 371  -1.2429100000e+02   4.3827000000e+01   0.000000e+00   1.000000e+09
 381  -1.2430000000e+02   4.3688000000e+01   0.000000e+00   1.000000e+09
 391  -1.2434700000e+02   4.3537000000e+01   0.000000e+00   1.000000e+09
 401  -1.2444000000e+02   4.3406000000e+01   0.000000e+00   1.000000e+09
 411  -1.2452700000e+02   4.3293000000e+01   0.000000e+00   1.000000e+09
 421  -1.2457600000e+02   4.3180000000e+01   0.000000e+00   1.000000e+09
 431  -1.2457600000e+02   4.3033000000e+01   0.000000e+00   1.000000e+09
 441  -1.2466400000e+02   4.2920000000e+01   0.000000e+00   1.000000e+09
 451  -1.2467100000e+02   4.2767000000e+01   0.000000e+00   1.000000e+09
 461  -1.2459000000e+02   4.2660000000e+01   0.000000e+00   1.000000e+09
 471  -1.2462700000e+02   4.2511000000e+01   0.000000e+00   1.000000e+09
 481  -1.2465300000e+02   4.2417000000e+01   0.000000e+00   1.000000e+09
 491  -1.2452200000e+02   4.2340000000e+01   0.000000e+00   1.000000e+09
 501  -1.2446000000e+02   4.2200000000e+01   0.000000e+00   1.000000e+09
 511  -1.2445600000e+02   4.2060000000e+01   0.000000e+00   1.000000e+09
 521  -1.2438800000e+02   4.1927000000e+01   0.000000e+00   1.000000e+09
 531  -1.2438000000e+02   4.1761000000e+01   0.000000e+00   1.000000e+09
 541  -1.2438300000e+02   4.1627000000e+01   0.000000e+00   1.000000e+09
 551  -1.2438700000e+02   4.1460000000e+01   0.000000e+00   1.000000e+09
 561  -1.2432000000e+02   4.1329000000e+01   0.000000e+00   1.000000e+09
 571  -1.2428300000e+02   4.1180000000e+01   0.000000e+00   1.000000e+09
 581  -1.2430400000e+02   4.1013000000e+01   0.000000e+00   1.000000e+09
 591  -1.2435600000e+02   4.0867000000e+01   0.000000e+00   1.000000e+09
 601  -1.2444700000e+02   4.0755000000e+01   0.000000e+00   1.000000e+09
 611  -1.2446100000e+02   4.0613000000e+01   0.000000e+00   1.000000e+09
 621  -1.2457200000e+02   4.0520000000e+01   0.000000e+00   1.000000e+09
 631  -1.2443130000e+02   4.0385200000e+01   0.000000e+00   1.000000e+09
 641  -1.2440970000e+02   4.0217600000e+01   0.000000e+00   1.000000e+09
 651  -1.2420100000e+02   4.0092800000e+01   0.000000e+00   1.000000e+09
2000  -1.2550000000e+02   4.8700000000e+01   0.000000e+00   1.000000e+09
2001  -1.2596670000e+02   4.8850000000e+01   0.000000e+00   1.000000e+09
2002  -1.2623330000e+02   4.9000000000e+01   0.000000e+00   1.000000e+09
2003  -1.2641670000e+02   4.9150000000e+01   0.000000e+00   1.000000e+09
2004  -1.2668330000e+02   4.9300000000e+01   0.000000e+00   1.000000e+09
2005  -1.2685000000e+02   4.9450000000e+01   0.000000e+00   1.000000e+09
2006  -1.2701670000e+02   4.9600000000e+01   0.000000e+00   1.000000e+09
2007  -1.2746670000e+02   4.9750000000e+01   0.000000e+00   1.000000e+09
2008  -1.2765000000e+02   4.9900000000e+01   0.000000e+00   1.000000e+09
2009  -1.2785000000e+02   5.0050000000e+01   0.000000e+00   1.000000e+09
2010  -1.2806670000e+02   5.0200000000e+01   0.000000e+00   1.000000e+09
2011  -1.2811670000e+02   5.0350000000e+01   0.000000e+00   1.000000e+09
2012  -1.2831670000e+02   5.0500000000e+01   0.000000e+00   1.000000e+09
2013  -1.2848330000e+02   5.0650000000e+01   0.000000e+00   1.000000e+09
2014  -1.2901670000e+02   5.0800000000e+01   0.000000e+00   1.000000e+09
